date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-15,17:45,47. Spanish Connections,"Helena Ressurreição
Esta Lecha","This is the last of our international partnership concerts, presented in association with the LIFE Victoria Festival in Barcelona. Portuguese mezzo-soprano Helena Ressurreição and Catalan pianist Ester Lecha include Manuel de Falla’s famous ‘Seven Spanish Folksongs’ alongside music by the notable Catalan composer Eduard Toldrà and the Spanish-French compos...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,rush-hour,/event/1267,https://www.oxfordlieder.co.uk/event/1267
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,13,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,20:15,48. Fleurs (second performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 46. This performance will be in-person and livestreamed.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection of flower-related songs includ...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,evening,/event/1266,https://www.oxfordlieder.co.uk/event/1266
2021-10-15,22:00,49. wom3n,"Sholto Kynoch
Rowan Hellier","Our first week of Song Futures recitals concludes with the work of three women composers: Judith Weir, the first female Master of the Queen’s Music; trailblazing Austrian composer Olga Neuwirth; and the exciting young composer and founder of Multi-Story Orchestra, Kate Whitley. Tonight we premiere a newly-commissioned work by Kate Whitley, setting a text by Hollie McNish, winner of t...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,late-night,/event/1265,https://www.oxfordlieder.co.uk/event/1265
2021-10-15,22:00,49. wom3n,"Sholto Kynoch
Rowan Hellier","Our first week of Song Futures recitals concludes with the work of three women composers: Judith Weir, the first female Master of the Queen’s Music; trailblazing Austrian composer Olga Neuwirth; and the exciting young composer and founder of Multi-Story Orchestra, Kate Whitley. Tonight we premiere a newly-commissioned work by Kate Whitley, setting a text by Hollie McNish, winner of t...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,late-night,/event/1265,https://www.oxfordlieder.co.uk/event/1265
2021-10-15,22:00,49. wom3n,"Sholto Kynoch
Rowan Hellier","Our first week of Song Futures recitals concludes with the work of three women composers: Judith Weir, the first female Master of the Queen’s Music; trailblazing Austrian composer Olga Neuwirth; and the exciting young composer and founder of Multi-Story Orchestra, Kate Whitley. Tonight we premiere a newly-commissioned work by Kate Whitley, setting a text by Hollie McNish, winner of t...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,late-night,/event/1265,https://www.oxfordlieder.co.uk/event/1265
2021-10-15,22:00,49. wom3n,"Sholto Kynoch
Rowan Hellier","Our first week of Song Futures recitals concludes with the work of three women composers: Judith Weir, the first female Master of the Queen’s Music; trailblazing Austrian composer Olga Neuwirth; and the exciting young composer and founder of Multi-Story Orchestra, Kate Whitley. Tonight we premiere a newly-commissioned work by Kate Whitley, setting a text by Hollie McNish, winner of t...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,late-night,/event/1265,https://www.oxfordlieder.co.uk/event/1265
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,18,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Seating Area A,In-person only,0,15,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,13,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Seating Area B,In-person only,0,10,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
2021-10-16,11:00,50. Songs of Love and Justice,"Deirdre Brenner
Joshua Stewart","A wonderful programme of songs by African-American composers begins our weekend celebrating the multi-faceted riches of American song. The distinguished American tenor Joshua Stewart, who recently toured the UK and Europe with the CBSO and Mirga Gražinytė-Tyla as tenor soloist in Tippett’s A Child of our Time, and compatriot pianist Deirdre Brenner – making a welcome return to the F...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,,/event/1321,https://www.oxfordlieder.co.uk/event/1321
